etiqueta,persona,id_muestra,frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,ubic_izq_x,ubic_izq_y,ubic_der_x,ubic_der_y,ubic_nariz_x,ubic_nariz_y,ubic_ojos_x,ubic_ojos_y,ubic_boca_x,ubic_boca_y,ubic_orejaizq_x,ubic_orejaizq_y,ubic_orejader_x,ubic_orejader_y
PRUEBA_1,prueba,1,4,0.000000,0.000000,0.000000,-0.040854,-0.024738,-0.015324,-0.075995,-0.069093,-0.025067,-0.102952,-0.108553,-0.033664,-0.129061,-0.131475,-0.042445,-0.057322,-0.170900,-0.014391,-0.071851,-0.241462,-0.026539,-0.079813,-0.284530,-0.036960,-0.085937,-0.323982,-0.045224,-0.031295,-0.186099,-0.017745,-0.036145,-0.269334,-0.027886,-0.037929,-0.320169,-0.037248,-0.040122,-0.366436,-0.044717,-0.005744,-0.181501,-0.023393,-0.006403,-0.263264,-0.035979,-0.006961,-0.313831,-0.044058,-0.009385,-0.360464,-0.050030,0.019194,-0.162930,-0.030229,0.025758,-0.223935,-0.042224,0.029228,-0.264130,-0.046604,0.030562,-0.303393,-0.049627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.833072,-0.326813,0.000000,0.000000,-0.012865,-1.007739,-0.009203,-1.186341,-0.007821,-0.846562,0.171259,-1.101654,-0.187088,-1.112992
PRUEBA_1,prueba,1,5,0.000000,0.000000,0.000000,-0.040684,-0.024918,-0.015360,-0.075686,-0.069679,-0.025137,-0.102649,-0.109264,-0.033772,-0.128958,-0.131781,-0.042603,-0.057242,-0.171357,-0.014368,-0.071691,-0.241929,-0.026582,-0.079653,-0.285073,-0.037073,-0.085793,-0.324544,-0.045391,-0.031194,-0.186552,-0.017757,-0.035922,-0.269583,-0.028008,-0.037703,-0.320513,-0.037490,-0.039940,-0.366885,-0.045024,-0.005613,-0.181858,-0.023442,-0.006158,-0.263545,-0.036128,-0.006694,-0.314178,-0.044312,-0.009149,-0.360928,-0.050339,0.019318,-0.163115,-0.030312,0.025995,-0.224088,-0.042373,0.029391,-0.264430,-0.046821,0.030581,-0.303866,-0.049891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832955,-0.328672,0.000000,0.000000,-0.010310,-1.014651,-0.007638,-1.191962,-0.005366,-0.851502,0.171910,-1.104941,-0.186360,-1.116763
PRUEBA_1,prueba,1,6,0.000000,0.000000,0.000000,-0.040286,-0.024885,-0.015215,-0.075264,-0.069653,-0.024907,-0.102306,-0.108921,-0.033455,-0.128741,-0.130888,-0.042205,-0.057327,-0.171359,-0.014374,-0.071719,-0.241610,-0.026472,-0.079669,-0.284773,-0.036861,-0.085758,-0.324196,-0.045095,-0.031300,-0.186616,-0.017746,-0.035901,-0.269986,-0.027745,-0.037511,-0.320804,-0.036956,-0.039478,-0.366822,-0.044285,-0.005659,-0.181997,-0.023381,-0.006216,-0.264057,-0.035807,-0.006751,-0.314524,-0.043723,-0.009093,-0.361102,-0.049579,0.019289,-0.163168,-0.030197,0.025996,-0.224139,-0.041990,0.029491,-0.264173,-0.046162,0.030783,-0.303152,-0.049031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.833113,-0.329951,0.000000,0.000000,-0.011063,-1.013662,-0.008389,-1.191637,-0.006270,-0.850867,0.171420,-1.105009,-0.186930,-1.116587
PRUEBA_1,prueba,1,7,0.000000,0.000000,0.000000,-0.040297,-0.025996,-0.014559,-0.075281,-0.071432,-0.023881,-0.102181,-0.110676,-0.032175,-0.128636,-0.132739,-0.040653,-0.057119,-0.172692,-0.013500,-0.071307,-0.243341,-0.025367,-0.079322,-0.286544,-0.035599,-0.085615,-0.325913,-0.043734,-0.031152,-0.188003,-0.017106,-0.035579,-0.271173,-0.026927,-0.037073,-0.322075,-0.036056,-0.039049,-0.368092,-0.043334,-0.005554,-0.183378,-0.022952,-0.005316,-0.265171,-0.035253,-0.005697,-0.315862,-0.043226,-0.008120,-0.362461,-0.049112,0.019424,-0.164554,-0.029924,0.027010,-0.225373,-0.041565,0.030494,-0.265836,-0.045802,0.031551,-0.305127,-0.048735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.833478,-0.329197,0.000000,0.000000,-0.007728,-1.015518,-0.006743,-1.193607,-0.004004,-0.852736,0.171870,-1.106825,-0.186707,-1.118313
PRUEBA_1,prueba,1,8,0.000000,0.000000,0.000000,-0.040385,-0.026248,-0.014632,-0.075617,-0.072069,-0.023899,-0.102739,-0.111117,-0.032181,-0.129229,-0.132996,-0.040614,-0.057357,-0.173004,-0.012979,-0.071738,-0.243838,-0.024752,-0.079825,-0.287025,-0.034979,-0.086131,-0.326406,-0.043125,-0.031523,-0.188256,-0.016565,-0.035998,-0.271728,-0.026320,-0.037436,-0.322688,-0.035403,-0.039272,-0.368857,-0.042622,-0.005983,-0.183730,-0.022449,-0.006192,-0.266069,-0.034671,-0.006396,-0.316551,-0.042464,-0.008489,-0.363219,-0.048223,0.019023,-0.165044,-0.029504,0.026235,-0.225649,-0.041042,0.029936,-0.265819,-0.045108,0.031417,-0.304961,-0.047921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.835905,-0.325720,0.000000,0.000000,-0.007234,-1.014130,-0.005985,-1.192332,-0.003664,-0.851472,0.172448,-1.105441,-0.185884,-1.117480
PRUEBA_1,prueba,1,9,0.000000,0.000000,0.000000,-0.040009,-0.026522,-0.015528,-0.075201,-0.070795,-0.025615,-0.102352,-0.110134,-0.034459,-0.128540,-0.134093,-0.043423,-0.057499,-0.173425,-0.015247,-0.072211,-0.244511,-0.027839,-0.080196,-0.288073,-0.038439,-0.086315,-0.327786,-0.046736,-0.031435,-0.188733,-0.018501,-0.035986,-0.272817,-0.028900,-0.037372,-0.323817,-0.038177,-0.039360,-0.369858,-0.045524,-0.005913,-0.184156,-0.024051,-0.005642,-0.265807,-0.036850,-0.006091,-0.316788,-0.044971,-0.008628,-0.363546,-0.050904,0.018941,-0.165214,-0.030790,0.026617,-0.226406,-0.042953,0.030524,-0.266695,-0.047429,0.031926,-0.305507,-0.050450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.838238,-0.332081,0.000000,0.000000,-0.009536,-1.015002,-0.007726,-1.193023,-0.005262,-0.852325,0.171626,-1.106401,-0.186827,-1.117532
PRUEBA_1,prueba,1,10,0.000000,0.000000,0.000000,-0.039975,-0.025927,-0.016017,-0.075481,-0.070322,-0.026272,-0.102942,-0.110217,-0.035290,-0.129598,-0.133994,-0.044411,-0.058214,-0.173553,-0.014867,-0.072607,-0.245183,-0.027645,-0.080632,-0.288999,-0.038552,-0.086828,-0.329133,-0.047069,-0.032116,-0.189057,-0.018086,-0.036543,-0.273293,-0.028648,-0.038145,-0.324665,-0.038219,-0.040279,-0.371364,-0.045742,-0.006361,-0.184792,-0.023692,-0.006443,-0.266911,-0.036522,-0.006919,-0.317674,-0.044493,-0.009264,-0.364415,-0.050300,0.018757,-0.166165,-0.030576,0.025626,-0.226997,-0.042557,0.029474,-0.266906,-0.046666,0.031196,-0.305424,-0.049420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.841135,-0.329044,0.000000,0.000000,-0.009448,-1.023703,-0.007631,-1.198317,-0.005165,-0.858576,0.171800,-1.106834,-0.186341,-1.121969
PRUEBA_1,prueba,1,11,0.000000,0.000000,0.000000,-0.039977,-0.025840,-0.016087,-0.075671,-0.070051,-0.026297,-0.103110,-0.110058,-0.035246,-0.129522,-0.134707,-0.044276,-0.058298,-0.173981,-0.014824,-0.072763,-0.245404,-0.027576,-0.080901,-0.289145,-0.038490,-0.087224,-0.329185,-0.047020,-0.032266,-0.189571,-0.017980,-0.036804,-0.273824,-0.028479,-0.038425,-0.325024,-0.037991,-0.040555,-0.371453,-0.045480,-0.006539,-0.185344,-0.023546,-0.006703,-0.267485,-0.036332,-0.007258,-0.318174,-0.044247,-0.009645,-0.364843,-0.050032,0.018620,-0.166658,-0.030406,0.025352,-0.227592,-0.042404,0.029180,-0.267408,-0.046516,0.030905,-0.305849,-0.049269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.841798,-0.326328,0.000000,0.000000,-0.008532,-1.021854,-0.006866,-1.196455,-0.004596,-0.856839,0.171904,-1.105428,-0.185717,-1.120168
PRUEBA_1,prueba,1,12,0.000000,0.000000,0.000000,-0.040069,-0.025972,-0.015999,-0.075488,-0.070433,-0.026059,-0.102816,-0.110288,-0.034869,-0.129304,-0.134141,-0.043767,-0.057941,-0.173323,-0.014740,-0.072454,-0.244947,-0.027291,-0.080626,-0.288670,-0.037988,-0.086933,-0.328755,-0.046383,-0.031968,-0.189040,-0.017815,-0.036568,-0.273340,-0.028150,-0.038196,-0.324522,-0.037485,-0.040274,-0.370894,-0.044880,-0.006280,-0.184976,-0.023285,-0.006382,-0.267134,-0.035885,-0.006981,-0.317691,-0.043687,-0.009416,-0.364144,-0.049427,0.018914,-0.166647,-0.030058,0.025923,-0.227657,-0.041874,0.029671,-0.267785,-0.045979,0.031251,-0.306558,-0.048776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.839748,-0.325755,0.000000,0.000000,-0.008583,-1.020374,-0.006867,-1.195064,-0.004670,-0.856160,0.171864,-1.103913,-0.185691,-1.120014
PRUEBA_1,prueba,1,13,0.000000,0.000000,0.000000,-0.040019,-0.025917,-0.016084,-0.075388,-0.070341,-0.026219,-0.102762,-0.110244,-0.035097,-0.129333,-0.134030,-0.044059,-0.058027,-0.173119,-0.014806,-0.072509,-0.244779,-0.027412,-0.080665,-0.288561,-0.038163,-0.086950,-0.328719,-0.046594,-0.032045,-0.188875,-0.017869,-0.036561,-0.273176,-0.028255,-0.038179,-0.324450,-0.037640,-0.040266,-0.370944,-0.045065,-0.006355,-0.184844,-0.023331,-0.006397,-0.267061,-0.035975,-0.006997,-0.317673,-0.043813,-0.009445,-0.364196,-0.049574,0.018819,-0.166512,-0.030100,0.025868,-0.227463,-0.041954,0.029627,-0.267579,-0.046072,0.031208,-0.306346,-0.048870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.840450,-0.323595,0.000000,0.000000,-0.008292,-1.018067,-0.006556,-1.192995,-0.004464,-0.854016,0.171766,-1.102054,-0.185315,-1.118249
PRUEBA_1,prueba,1,14,0.000000,0.000000,0.000000,-0.041114,-0.026338,-0.015245,-0.076513,-0.071090,-0.024892,-0.103615,-0.110419,-0.033516,-0.130224,-0.132783,-0.042360,-0.057854,-0.173010,-0.013729,-0.072417,-0.243838,-0.026085,-0.080701,-0.286892,-0.036717,-0.087103,-0.326232,-0.045026,-0.031540,-0.188740,-0.017240,-0.035971,-0.272679,-0.027408,-0.037863,-0.323446,-0.036840,-0.040321,-0.369217,-0.044245,-0.005687,-0.184827,-0.023094,-0.005585,-0.266610,-0.035528,-0.006233,-0.316572,-0.043355,-0.008795,-0.362242,-0.049050,0.019247,-0.166383,-0.030181,0.026107,-0.226468,-0.041615,0.029908,-0.265447,-0.045389,0.031618,-0.302667,-0.047946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.841330,-0.314407,0.000000,0.000000,-0.006169,-1.018339,-0.004648,-1.193015,-0.002614,-0.854992,0.172926,-1.101862,-0.183004,-1.118985
PRUEBA_1,prueba,1,15,0.000000,0.000000,0.000000,-0.039994,-0.024648,-0.016232,-0.074798,-0.067994,-0.026911,-0.101502,-0.107346,-0.036097,-0.127425,-0.131394,-0.045499,-0.057428,-0.169195,-0.018035,-0.072289,-0.239607,-0.031142,-0.080561,-0.283192,-0.041801,-0.086855,-0.323368,-0.050096,-0.031000,-0.184964,-0.021102,-0.034948,-0.269453,-0.031892,-0.036092,-0.320798,-0.041114,-0.037864,-0.367580,-0.048496,-0.005401,-0.179922,-0.026345,-0.003882,-0.262395,-0.039655,-0.004086,-0.314178,-0.047980,-0.006593,-0.362189,-0.054068,0.019328,-0.160123,-0.032735,0.027589,-0.222428,-0.045608,0.031940,-0.263216,-0.050349,0.033580,-0.302858,-0.053530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.842457,-0.344563,0.000000,0.000000,-0.005896,-1.021151,-0.004213,-1.196406,-0.002272,-0.856962,0.174075,-1.102994,-0.182641,-1.122789
PRUEBA_1,prueba,1,16,0.000000,0.000000,0.000000,-0.039724,-0.026180,-0.016445,-0.074673,-0.069362,-0.027229,-0.102337,-0.108040,-0.036635,-0.128860,-0.132316,-0.046184,-0.057172,-0.170949,-0.016478,-0.071606,-0.241745,-0.029609,-0.079981,-0.285204,-0.040576,-0.086496,-0.325020,-0.049078,-0.031118,-0.186724,-0.019596,-0.034919,-0.270278,-0.030574,-0.036254,-0.322033,-0.040255,-0.038314,-0.369086,-0.047823,-0.005656,-0.182400,-0.025054,-0.004117,-0.264710,-0.038493,-0.003884,-0.316293,-0.047003,-0.006044,-0.363656,-0.053053,0.019133,-0.163438,-0.031707,0.027461,-0.225154,-0.044433,0.031984,-0.265586,-0.049031,0.033755,-0.304103,-0.052018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.842958,-0.340378,0.000000,0.000000,-0.003813,-1.028942,-0.002769,-1.203313,-0.000658,-0.864747,0.174406,-1.108044,-0.182095,-1.127750
PRUEBA_1,prueba,1,17,0.000000,0.000000,0.000000,-0.040063,-0.028102,-0.015695,-0.074533,-0.072216,-0.025946,-0.101783,-0.110298,-0.035095,-0.128057,-0.133010,-0.044452,-0.056034,-0.171963,-0.014772,-0.070842,-0.242849,-0.027682,-0.079195,-0.286420,-0.038620,-0.085619,-0.326351,-0.047030,-0.029880,-0.187147,-0.018150,-0.033808,-0.271180,-0.028876,-0.035361,-0.323158,-0.038564,-0.037411,-0.370431,-0.046049,-0.004274,-0.182832,-0.023871,-0.003041,-0.265465,-0.036832,-0.003204,-0.316799,-0.045018,-0.005360,-0.363829,-0.050808,0.020544,-0.164150,-0.030798,0.028636,-0.225570,-0.042710,0.032948,-0.265936,-0.046706,0.034845,-0.304360,-0.049293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.841338,-0.330371,0.000000,0.000000,-0.002285,-1.026801,-0.001187,-1.201415,0.000768,-0.862628,0.175734,-1.106187,-0.180721,-1.126363
PRUEBA_1,prueba,1,18,0.000000,0.000000,0.000000,-0.040068,-0.027533,-0.015688,-0.074391,-0.071713,-0.025935,-0.101549,-0.110250,-0.035022,-0.127874,-0.133086,-0.044298,-0.056162,-0.171970,-0.014840,-0.071079,-0.242679,-0.027462,-0.079288,-0.286121,-0.038191,-0.085458,-0.325888,-0.046488,-0.029977,-0.187381,-0.018102,-0.033833,-0.271489,-0.028476,-0.035433,-0.323085,-0.037872,-0.037507,-0.369798,-0.045203,-0.004414,-0.182879,-0.023679,-0.003191,-0.265766,-0.036349,-0.003381,-0.316822,-0.044398,-0.005519,-0.363630,-0.050188,0.020318,-0.163844,-0.030459,0.028538,-0.224951,-0.042287,0.032851,-0.265300,-0.046314,0.034785,-0.304001,-0.048960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.841298,-0.331241,0.000000,0.000000,0.001310,-1.026386,0.000346,-1.201053,0.001870,-0.862565,0.175817,-1.106156,-0.180524,-1.126194
PRUEBA_1,prueba,1,19,0.000000,0.000000,0.000000,-0.040880,-0.025586,-0.015896,-0.075433,-0.069908,-0.025933,-0.102287,-0.108464,-0.034704,-0.128518,-0.130948,-0.043608,-0.056799,-0.171390,-0.014419,-0.071574,-0.241714,-0.026448,-0.080236,-0.284215,-0.036775,-0.086776,-0.322924,-0.044867,-0.030378,-0.186943,-0.017488,-0.035046,-0.270623,-0.027445,-0.037216,-0.321431,-0.036664,-0.039479,-0.367101,-0.043913,-0.004560,-0.182717,-0.022896,-0.005124,-0.265027,-0.035071,-0.005469,-0.315396,-0.042795,-0.007233,-0.361441,-0.048474,0.020132,-0.164158,-0.029574,0.026407,-0.224589,-0.040732,0.030374,-0.264044,-0.044398,0.032856,-0.301976,-0.046911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.837480,-0.322425,0.000000,0.000000,-0.000273,-1.026007,-0.000974,-1.202087,0.000888,-0.862662,0.175362,-1.108641,-0.181961,-1.126428
PRUEBA_1,prueba,1,20,0.000000,0.000000,0.000000,-0.039948,-0.023719,-0.016362,-0.074491,-0.066745,-0.026765,-0.101375,-0.105907,-0.035773,-0.127816,-0.129159,-0.044878,-0.057512,-0.169712,-0.015689,-0.072242,-0.240242,-0.028086,-0.080265,-0.283300,-0.038576,-0.086311,-0.322852,-0.046801,-0.031334,-0.185855,-0.018491,-0.035883,-0.269103,-0.028668,-0.037782,-0.319836,-0.037869,-0.040060,-0.365879,-0.045168,-0.005560,-0.181699,-0.023613,-0.005728,-0.263238,-0.036100,-0.006235,-0.313537,-0.043948,-0.008511,-0.360159,-0.049731,0.019516,-0.163211,-0.030015,0.026794,-0.223870,-0.041850,0.030579,-0.263875,-0.045992,0.032242,-0.302834,-0.048788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.838442,-0.330589,0.000000,0.000000,0.000504,-1.028017,-0.000275,-1.204177,0.001834,-0.864625,0.175713,-1.110587,-0.181883,-1.128646
